#,prefix,name,id,type,enumerations,substitutionGroup,balance,periodType,abstract,nillable,typedDomainRef,ext. enum domain,ext. enum linkrole,ext. enum headUsable,comment
7760,ifrs-full,StatementThatInsurerIsApplyingOverlayApproach,ifrs-full_StatementThatInsurerIsApplyingOverlayApproach,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7761,ifrs-full,StatementThatInsurerIsApplyingTemporaryExemptionFromIFRS9,ifrs-full_StatementThatInsurerIsApplyingTemporaryExemptionFromIFRS9,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7762,ifrs-full,StatementThatInsurerNoLongerQualifiesToApplyTemporaryExemptionFromIFRS9,ifrs-full_StatementThatInsurerNoLongerQualifiesToApplyTemporaryExemptionFromIFRS9,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7763,ifrs-full,StatementThatInvestmentEntityIsRequiredToApplyExceptionFromConsolidation,ifrs-full_StatementThatInvestmentEntityIsRequiredToApplyExceptionFromConsolidation,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7764,ifrs-full,StatementThatInvestmentEntityPreparesSeparateFinancialStatementsAsItsOnlyFinancialStatements,ifrs-full_StatementThatInvestmentEntityPreparesSeparateFinancialStatementsAsItsOnlyFinancialStatements,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7765,ifrs-full,StatementThatLesseeAccountsForLeasesOfLowvalueAssetsUsingRecognitionExemption,ifrs-full_StatementThatLesseeAccountsForLeasesOfLowvalueAssetsUsingRecognitionExemption,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7766,ifrs-full,StatementThatLesseeAccountsForShorttermLeasesUsingRecognitionExemption,ifrs-full_StatementThatLesseeAccountsForShorttermLeasesUsingRecognitionExemption,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7767,ifrs-full,StatementThatLesseeAppliedPracticalExpedientInParagraph46AOfIFRS16ToAllRentConcessionsOccurringAsDirectConsequenceOfCovid19PandemicThatMeetConditionsInParagraph46BOfIFRS16,ifrs-full_StatementThatLesseeAppliedPracticalExpedientInParagraph46AOfIFRS16ToAllRentConcessionsOccurringAsDirectConsequenceOfCovid19PandemicThatMeetConditionsInParagraph46BOfIFRS16,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7768,ifrs-full,StatementThatLesseeUsesPracticalExpedientsWhenApplyingIFRS16RetrospectivelyToLeasesClassifiedAsOperatingLeasesApplyingIAS17,ifrs-full_StatementThatLesseeUsesPracticalExpedientsWhenApplyingIFRS16RetrospectivelyToLeasesClassifiedAsOperatingLeasesApplyingIAS17,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7769,ifrs-full,StatementThatPracticalExpedientAboutExistenceOfSignificantFinancingComponentHasBeenUsed,ifrs-full_StatementThatPracticalExpedientAboutExistenceOfSignificantFinancingComponentHasBeenUsed,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7770,ifrs-full,StatementThatPracticalExpedientAboutIncrementalCostsOfObtainingContractHasBeenUsed,ifrs-full_StatementThatPracticalExpedientAboutIncrementalCostsOfObtainingContractHasBeenUsed,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7771,ifrs-full,StatementThatRateRegulatorIsRelatedParty,ifrs-full_StatementThatRateRegulatorIsRelatedParty,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7772,ifrs-full,StatementThatRegulatoryDeferralAccountBalanceIsNoLongerFullyRecoverableOrReversible,ifrs-full_StatementThatRegulatoryDeferralAccountBalanceIsNoLongerFullyRecoverableOrReversible,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7773,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyAssets,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyAssets,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7774,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7775,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyLiabilities,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1AndLevel2OfFairValueHierarchyLiabilities,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7776,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyAssets,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyAssets,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7777,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7778,ifrs-full,StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyLiabilities,ifrs-full_StatementThatThereWereNoTransfersBetweenLevel1Level2OrLevel3OfFairValueHierarchyLiabilities,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7779,ifrs-full,StatementThatUnadjustedComparativeInformationHasBeenPreparedOnDifferentBasis,ifrs-full_StatementThatUnadjustedComparativeInformationHasBeenPreparedOnDifferentBasis,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7780,ifrs-full,StatutoryReserve,ifrs-full_StatutoryReserve,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7781,ifrs-full,StatutoryReserveMember,ifrs-full_StatutoryReserveMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7782,ifrs-full,StructuredDebtAmountContributedToFairValueOfPlanAssets,ifrs-full_StructuredDebtAmountContributedToFairValueOfPlanAssets,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7783,ifrs-full,StructuredDebtPercentageContributedToFairValueOfPlanAssets,ifrs-full_StructuredDebtPercentageContributedToFairValueOfPlanAssets,num:percentItemType,,xbrli:item,,instant,,true,,,,,
7784,ifrs-full,SubclassificationsOfAssetsLiabilitiesAndEquitiesAbstract,ifrs-full_SubclassificationsOfAssetsLiabilitiesAndEquitiesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7785,ifrs-full,SubordinatedLiabilities,ifrs-full_SubordinatedLiabilities,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7786,ifrs-full,SubordinatedLiabilitiesAbstract,ifrs-full_SubordinatedLiabilitiesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7787,ifrs-full,SubscriptionCirculationRevenue,ifrs-full_SubscriptionCirculationRevenue,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7788,ifrs-full,SubsequentRecognitionOfDeferredTaxAssetsGoodwill,ifrs-full_SubsequentRecognitionOfDeferredTaxAssetsGoodwill,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7789,ifrs-full,SubsidiariesMember,ifrs-full_SubsidiariesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7790,ifrs-full,SubsidiariesWithMaterialNoncontrollingInterestsMember,ifrs-full_SubsidiariesWithMaterialNoncontrollingInterestsMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7791,ifrs-full,SummaryOfQuantitativeDataAboutWhatEntityManagesAsCapital,ifrs-full_SummaryOfQuantitativeDataAboutWhatEntityManagesAsCapital,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7792,ifrs-full,SummaryQuantitativeDataAboutEntitysExposureToRisk,ifrs-full_SummaryQuantitativeDataAboutEntitysExposureToRisk,nonnum:textBlockItemType,,xbrli:item,,duration,,true,,,,,
7793,ifrs-full,SummaryQuantitativeDataAboutPuttableFinancialInstrumentsClassifiedAsEquityInstruments,ifrs-full_SummaryQuantitativeDataAboutPuttableFinancialInstrumentsClassifiedAsEquityInstruments,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7794,ifrs-full,SummaryQuantitativeInformationAboutExposureToRiskThatArisesFromContractsWithinScopeOfIFRS17Explanatory,ifrs-full_SummaryQuantitativeInformationAboutExposureToRiskThatArisesFromContractsWithinScopeOfIFRS17Explanatory,nonnum:textBlockItemType,,xbrli:item,,duration,false,true,,,,,
7795,ifrs-full,SupportProvidedToStructuredEntityWithoutHavingContractualObligationToDoSo,ifrs-full_SupportProvidedToStructuredEntityWithoutHavingContractualObligationToDoSo,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7796,ifrs-full,SupportProvidedToSubsidiaryWithoutHavingContractualObligationToDoSo,ifrs-full_SupportProvidedToSubsidiaryWithoutHavingContractualObligationToDoSo,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7797,ifrs-full,SurplusDeficitInPlan,ifrs-full_SurplusDeficitInPlan,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7798,ifrs-full,SurplusDeficitInPlanAbstract,ifrs-full_SurplusDeficitInPlanAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7799,ifrs-full,SwapContractMember,ifrs-full_SwapContractMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7800,ifrs-full,TangibleExplorationAndEvaluationAssets,ifrs-full_TangibleExplorationAndEvaluationAssets,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7801,ifrs-full,TangibleExplorationAndEvaluationAssetsMember,ifrs-full_TangibleExplorationAndEvaluationAssetsMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7802,ifrs-full,TaxBenefitArisingFromPreviouslyUnrecognisedTaxLossTaxCreditOrTemporaryDifferenceOfPriorPeriodUsedToReduceCurrentTaxExpense,ifrs-full_TaxBenefitArisingFromPreviouslyUnrecognisedTaxLossTaxCreditOrTemporaryDifferenceOfPriorPeriodUsedToReduceCurrentTaxExpense,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7803,ifrs-full,TaxBenefitArisingFromPreviouslyUnrecognisedTaxLossTaxCreditOrTemporaryDifferenceOfPriorPeriodUsedToReduceDeferredTaxExpense,ifrs-full_TaxBenefitArisingFromPreviouslyUnrecognisedTaxLossTaxCreditOrTemporaryDifferenceOfPriorPeriodUsedToReduceDeferredTaxExpense,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7804,ifrs-full,TaxContingentLiabilityMember,ifrs-full_TaxContingentLiabilityMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7805,ifrs-full,TaxEffectFromChangeInTaxRate,ifrs-full_TaxEffectFromChangeInTaxRate,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7806,ifrs-full,TaxEffectOfExpenseNotDeductibleInDeterminingTaxableProfitTaxLoss,ifrs-full_TaxEffectOfExpenseNotDeductibleInDeterminingTaxableProfitTaxLoss,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7807,ifrs-full,TaxEffectOfForeignTaxRates,ifrs-full_TaxEffectOfForeignTaxRates,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7808,ifrs-full,TaxEffectOfImpairmentOfGoodwill,ifrs-full_TaxEffectOfImpairmentOfGoodwill,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7809,ifrs-full,TaxEffectOfRevenuesExemptFromTaxation2011,ifrs-full_TaxEffectOfRevenuesExemptFromTaxation2011,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7810,ifrs-full,TaxEffectOfTaxLosses,ifrs-full_TaxEffectOfTaxLosses,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7811,ifrs-full,TaxExpenseIncomeAtApplicableTaxRate,ifrs-full_TaxExpenseIncomeAtApplicableTaxRate,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7812,ifrs-full,TaxExpenseIncomeRelatingToChangesInAccountingPoliciesAndErrorsIncludedInProfitOrLoss,ifrs-full_TaxExpenseIncomeRelatingToChangesInAccountingPoliciesAndErrorsIncludedInProfitOrLoss,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7813,ifrs-full,TaxExpenseOfDiscontinuedOperationAbstract,ifrs-full_TaxExpenseOfDiscontinuedOperationAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7814,ifrs-full,TaxExpenseOtherThanIncomeTaxExpense,ifrs-full_TaxExpenseOtherThanIncomeTaxExpense,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7815,ifrs-full,TaxExpenseRelatingToGainLossOnDiscontinuance,ifrs-full_TaxExpenseRelatingToGainLossOnDiscontinuance,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7816,ifrs-full,TaxExpenseRelatingToProfitLossFromOrdinaryActivitiesOfDiscontinuedOperations,ifrs-full_TaxExpenseRelatingToProfitLossFromOrdinaryActivitiesOfDiscontinuedOperations,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7817,ifrs-full,TaxRateEffectFromChangeInTaxRate,ifrs-full_TaxRateEffectFromChangeInTaxRate,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7818,ifrs-full,TaxRateEffectOfAdjustmentsForCurrentTaxOfPriorPeriods,ifrs-full_TaxRateEffectOfAdjustmentsForCurrentTaxOfPriorPeriods,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7819,ifrs-full,TaxRateEffectOfExpenseNotDeductibleInDeterminingTaxableProfitTaxLoss,ifrs-full_TaxRateEffectOfExpenseNotDeductibleInDeterminingTaxableProfitTaxLoss,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7820,ifrs-full,TaxRateEffectOfForeignTaxRates,ifrs-full_TaxRateEffectOfForeignTaxRates,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7821,ifrs-full,TaxRateEffectOfImpairmentOfGoodwill,ifrs-full_TaxRateEffectOfImpairmentOfGoodwill,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7822,ifrs-full,TaxRateEffectOfRevenuesExemptFromTaxation,ifrs-full_TaxRateEffectOfRevenuesExemptFromTaxation,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7823,ifrs-full,TaxRateEffectOfTaxLosses,ifrs-full_TaxRateEffectOfTaxLosses,num:percentItemType,,xbrli:item,,duration,,true,,,,,
7824,ifrs-full,TaxationrelatedRegulatoryDeferralAccountBalancesMember,ifrs-full_TaxationrelatedRegulatoryDeferralAccountBalancesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7825,ifrs-full,TechnologybasedIntangibleAssetsMember,ifrs-full_TechnologybasedIntangibleAssetsMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7826,ifrs-full,TechnologybasedIntangibleAssetsRecognisedAsOfAcquisitionDate,ifrs-full_TechnologybasedIntangibleAssetsRecognisedAsOfAcquisitionDate,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7827,ifrs-full,TemporaryDifferenceMember,ifrs-full_TemporaryDifferenceMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7828,ifrs-full,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsAxis,ifrs-full_TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsAxis,xbrli:stringItemType,,xbrldt:dimensionItem,,duration,true,true,,,,,
7829,ifrs-full,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsMember,ifrs-full_TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7830,ifrs-full,TemporaryDifferencesAssociatedWithInvestmentsInSubsidiariesBranchesAndAssociatesAndInterestsInJointVentures,ifrs-full_TemporaryDifferencesAssociatedWithInvestmentsInSubsidiariesBranchesAndAssociatesAndInterestsInJointVentures,xbrli:monetaryItemType,,xbrli:item,,instant,,true,,,,,
7831,ifrs-full,TerminationBenefitsExpense,ifrs-full_TerminationBenefitsExpense,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7832,ifrs-full,ThreeYearsBeforeReportingYearMember,ifrs-full_ThreeYearsBeforeReportingYearMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7833,ifrs-full,TimeandmaterialsContractsMember,ifrs-full_TimeandmaterialsContractsMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7834,ifrs-full,TimingAndReasonForTransferBetweenFinancialLiabilitiesAndEquityAttributableToChangeInRedemptionProhibition,ifrs-full_TimingAndReasonForTransferBetweenFinancialLiabilitiesAndEquityAttributableToChangeInRedemptionProhibition,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7835,ifrs-full,TimingOfTransferOfGoodsOrServicesAxis,ifrs-full_TimingOfTransferOfGoodsOrServicesAxis,xbrli:stringItemType,,xbrldt:dimensionItem,,duration,true,true,,,,,
7836,ifrs-full,TimingOfTransferOfGoodsOrServicesMember,ifrs-full_TimingOfTransferOfGoodsOrServicesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7837,ifrs-full,TitleOfInitiallyAppliedIFRS,ifrs-full_TitleOfInitiallyAppliedIFRS,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7838,ifrs-full,TitleOfNewIFRS,ifrs-full_TitleOfNewIFRS,xbrli:stringItemType,,xbrli:item,,duration,,true,,,,,
7839,ifrs-full,TopOfRangeMember,ifrs-full_TopOfRangeMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7840,ifrs-full,TradeAndOtherCurrentPayables,ifrs-full_TradeAndOtherCurrentPayables,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7841,ifrs-full,TradeAndOtherCurrentPayablesAbstract,ifrs-full_TradeAndOtherCurrentPayablesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7842,ifrs-full,TradeAndOtherCurrentPayablesToRelatedParties,ifrs-full_TradeAndOtherCurrentPayablesToRelatedParties,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7843,ifrs-full,TradeAndOtherCurrentPayablesToTradeSuppliers,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7844,ifrs-full,TradeAndOtherCurrentReceivables,ifrs-full_TradeAndOtherCurrentReceivables,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7845,ifrs-full,TradeAndOtherCurrentReceivablesAbstract,ifrs-full_TradeAndOtherCurrentReceivablesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7846,ifrs-full,TradeAndOtherCurrentReceivablesDueFromRelatedParties,ifrs-full_TradeAndOtherCurrentReceivablesDueFromRelatedParties,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7847,ifrs-full,TradeAndOtherPayables,ifrs-full_TradeAndOtherPayables,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7848,ifrs-full,TradeAndOtherPayablesAbstract,ifrs-full_TradeAndOtherPayablesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7849,ifrs-full,TradeAndOtherPayablesRecognisedAsOfAcquisitionDate,ifrs-full_TradeAndOtherPayablesRecognisedAsOfAcquisitionDate,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7850,ifrs-full,TradeAndOtherPayablesToRelatedParties,ifrs-full_TradeAndOtherPayablesToRelatedParties,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7851,ifrs-full,TradeAndOtherPayablesToTradeSuppliers,ifrs-full_TradeAndOtherPayablesToTradeSuppliers,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7852,ifrs-full,TradeAndOtherPayablesUndiscountedCashFlows,ifrs-full_TradeAndOtherPayablesUndiscountedCashFlows,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7853,ifrs-full,TradeAndOtherReceivables,ifrs-full_TradeAndOtherReceivables,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7854,ifrs-full,TradeAndOtherReceivablesAbstract,ifrs-full_TradeAndOtherReceivablesAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7855,ifrs-full,TradeAndOtherReceivablesDueFromRelatedParties,ifrs-full_TradeAndOtherReceivablesDueFromRelatedParties,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7856,ifrs-full,TradeReceivables,ifrs-full_TradeReceivables,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
7857,ifrs-full,TradeReceivablesMember,ifrs-full_TradeReceivablesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7858,ifrs-full,TradingEquitySecuritiesMember,ifrs-full_TradingEquitySecuritiesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7859,ifrs-full,TradingIncomeExpense,ifrs-full_TradingIncomeExpense,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7860,ifrs-full,TradingIncomeExpenseAbstract,ifrs-full_TradingIncomeExpenseAbstract,xbrli:stringItemType,,xbrli:item,,duration,true,true,,,,,
7861,ifrs-full,TradingIncomeExpenseOnDebtInstruments,ifrs-full_TradingIncomeExpenseOnDebtInstruments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7862,ifrs-full,TradingIncomeExpenseOnDerivativeFinancialInstruments,ifrs-full_TradingIncomeExpenseOnDerivativeFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7863,ifrs-full,TradingIncomeExpenseOnEquityInstruments,ifrs-full_TradingIncomeExpenseOnEquityInstruments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7864,ifrs-full,TradingIncomeExpenseOnForeignExchangeContracts,ifrs-full_TradingIncomeExpenseOnForeignExchangeContracts,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7865,ifrs-full,TradingSecuritiesMember,ifrs-full_TradingSecuritiesMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7866,ifrs-full,TransactionPriceAllocatedToRemainingPerformanceObligations,ifrs-full_TransactionPriceAllocatedToRemainingPerformanceObligations,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7867,ifrs-full,TransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombinationAxis,ifrs-full_TransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombinationAxis,xbrli:stringItemType,,xbrldt:dimensionItem,,duration,true,true,,,,,
7868,ifrs-full,TransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombinationMember,ifrs-full_TransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombinationMember,nonnum:domainItemType,,xbrli:item,,duration,true,true,,,,,
7869,ifrs-full,TransferBetweenFinancialLiabilitiesAndEquityAttributableToChangeInRedemptionProhibition,ifrs-full_TransferBetweenFinancialLiabilitiesAndEquityAttributableToChangeInRedemptionProhibition,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7870,ifrs-full,TransferFromInvestmentPropertyUnderConstructionOrDevelopmentInvestmentProperty,ifrs-full_TransferFromInvestmentPropertyUnderConstructionOrDevelopmentInvestmentProperty,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7871,ifrs-full,TransferFromToInventoriesAndOwnerOccupiedPropertyInvestmentProperty,ifrs-full_TransferFromToInventoriesAndOwnerOccupiedPropertyInvestmentProperty,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7872,ifrs-full,TransfersFromToOtherRetirementBenefitPlans,ifrs-full_TransfersFromToOtherRetirementBenefitPlans,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7873,ifrs-full,TransfersIntoLevel3OfFairValueHierarchyAssets,ifrs-full_TransfersIntoLevel3OfFairValueHierarchyAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
7874,ifrs-full,TransfersIntoLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_TransfersIntoLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7875,ifrs-full,TransfersIntoLevel3OfFairValueHierarchyLiabilities,ifrs-full_TransfersIntoLevel3OfFairValueHierarchyLiabilities,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7876,ifrs-full,TransfersOfCumulativeGainLossWithinEquity,ifrs-full_TransfersOfCumulativeGainLossWithinEquity,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7877,ifrs-full,TransfersOfResearchAndDevelopmentFromEntityRelatedPartyTransactions,ifrs-full_TransfersOfResearchAndDevelopmentFromEntityRelatedPartyTransactions,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7878,ifrs-full,TransfersOfResearchAndDevelopmentToEntityRelatedPartyTransactions,ifrs-full_TransfersOfResearchAndDevelopmentToEntityRelatedPartyTransactions,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7879,ifrs-full,TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyAssets,ifrs-full_TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyAssets,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7880,ifrs-full,TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7881,ifrs-full,TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyLiabilities,ifrs-full_TransfersOutOfLevel1IntoLevel2OfFairValueHierarchyLiabilities,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7882,ifrs-full,TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyAssets,ifrs-full_TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyAssets,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7883,ifrs-full,TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7884,ifrs-full,TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyLiabilities,ifrs-full_TransfersOutOfLevel2IntoLevel1OfFairValueHierarchyLiabilities,xbrli:monetaryItemType,,xbrli:item,,duration,,true,,,,,
7885,ifrs-full,TransfersOutOfLevel3OfFairValueHierarchyAssets,ifrs-full_TransfersOutOfLevel3OfFairValueHierarchyAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
7886,ifrs-full,TransfersOutOfLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,ifrs-full_TransfersOutOfLevel3OfFairValueHierarchyEntitysOwnEquityInstruments,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
